Date,AQI,CO,Ozone,SO2,PM10,PM25,NO2
9/23/16,67,9,61,1,66,67,54
9/24/16,101,9,101,1,69,61,44
9/25/16,71,9,71,0,71,48,49
9/26/16,58,8,54,1,55,55,58
9/27/16,84,8,84,3,63,53,64
9/28/16,87,8,87,1,57,56,48
9/29/16,105,9,105,4,64,56,54
9/30/16,97,10,97,1,62,59,57
10/1/16,61,10,61,3,58,58,38
10/2/16,67,8,67,3,61,59,37
10/3/16,119,7,64,1,119,56,35
10/4/16,80,8,80,0,51,57,40
10/5/16,97,7,97,1,47,62,40
10/6/16,93,9,93,4,65,63,72
10/7/16,61,9,61,4,56,55,56
10/8/16,101,11,101,3,64,56,50
10/9/16,140,11,140,7,63,57,52
10/10/16,161,13,161,4,61,54,57
10/11/16,65,9,50,0,57,65,42
10/12/16,85,8,54,1,51,85,42
10/13/16,97,13,97,3,65,84,57
10/14/16,112,15,112,3,62,104,54
10/15/16,79,13,67,3,53,79,36
10/16/16,56,6,43,3,56,55,24
10/17/16,48,8,48,3,36,46,35
10/18/16,69,9,54,1,56,69,51
10/19/16,65,10,54,1,65,54,55
10/20/16,63,10,49,7,39,38,63
10/21/16,80,10,80,6,64,55,66
10/22/16,80,14,80,1,68,61,50
10/23/16,55,11,49,3,49,55,51
10/24/16,58,8,36,0,36,58,34
10/25/16,68,11,38,1,30,68,42
10/26/16,88,11,41,3,55,88,57
10/27/16,110,14,44,3,63,110,72
10/28/16,77,14,49,3,41,77,52
10/29/16,63,13,39,1,34,63,38
10/30/16,48,10,32,3,30,48,30
10/31/16,44,6,44,1,18,43,33
11/1/16,59,6,44,1,27,59,42
11/2/16,62,7,44,3,62,54,54
11/3/16,61,8,46,4,37,45,61
11/4/16,64,11,64,3,56,60,53
11/5/16,84,15,84,3,54,73,51
11/6/16,77,13,74,1,52,77,44
11/7/16,71,10,61,4,57,71,65
11/8/16,72,11,48,3,54,66,72
11/9/16,54,9,46,3,44,53,54
11/10/16,55,10,46,3,53,51,55
11/11/16,56,13,48,4,56,51,51
11/12/16,63,14,48,1,63,59,54
11/13/16,54,14,54,1,53,53,52
11/14/16,81,14,71,3,67,68,81
11/15/16,73,15,71,4,66,73,73
11/16/16,100,16,48,3,100,82,48
11/17/16,62,8,45,1,60,62,45
11/18/16,56,9,45,3,56,51,53
11/19/16,68,13,46,3,68,63,45
11/20/16,66,16,46,1,50,66,39
11/21/16,43,17,43,1,15,41,35
11/22/16,62,10,42,3,34,62,46
11/23/16,85,13,46,3,46,85,50
11/24/16,75,10,45,1,33,75,42
11/25/16,70,14,47,3,44,70,45
11/26/16,73,15,47,3,73,60,62
11/27/16,52,6,44,1,37,52,28
11/28/16,55,10,44,1,43,55,42
11/29/16,57,9,39,3,29,57,41
11/30/16,53,11,38,3,29,53,46
12/1/16,63,15,40,3,41,63,51
12/2/16,154,7,42,1,154,48,33
12/3/16,68,9,44,1,68,46,36
12/4/16,65,14,44,3,47,65,46
12/5/16,102,16,44,1,56,102,56
12/6/16,79,10,44,3,42,79,32
12/7/16,71,9,43,3,44,71,46
12/8/16,86,13,44,4,54,86,57
12/9/16,111,16,42,7,62,111,50
12/10/16,113,18,41,1,51,113,36
12/11/16,102,10,38,1,36,102,26
12/12/16,84,9,40,3,31,84,37
12/13/16,124,10,43,3,52,124,43
12/14/16,122,15,40,3,59,122,56
12/15/16,94,15,36,36,51,94,50
12/16/16,129,7,44,1,129,40,32
12/17/16,64,11,43,3,30,64,35
12/18/16,59,14,44,4,27,59,42
12/19/16,52,10,45,3,21,52,52
12/20/16,66,10,43,4,36,66,55
12/21/16,51,11,38,3,24,51,49
12/22/16,43,10,31,3,13,43,40
12/23/16,49,11,41,4,16,49,31
12/24/16,44,7,44,4,23,42,25
12/25/16,107,11,41,7,46,107,32
12/26/16,85,13,41,6,17,85,37
12/27/16,61,10,40,1,34,61,44
12/28/16,58,11,40,1,31,58,49
12/29/16,80,13,42,1,33,80,46
12/30/16,63,11,38,1,26,63,43
12/31/16,58,7,37,0,15,58,25
1/1/17,67,8,39,0,23,67,25
1/2/17,52,6,42,0,23,52,31
1/3/17,74,11,44,0,38,74,44
1/4/17,73,13,43,0,33,73,45
1/5/17,54,7,42,1,33,54,33
1/6/17,53,9,45,0,35,53,42
1/7/17,48,10,43,0,31,48,38
1/8/17,55,11,43,0,24,55,37
1/9/17,50,11,39,1,18,50,37
1/10/17,59,11,39,1,15,59,38
1/11/17,68,6,39,0,28,68,36
1/12/17,44,7,40,0,25,44,43
1/13/17,43,8,38,0,10,43,43
1/14/17,55,8,37,0,15,55,34
1/15/17,59,10,39,1,28,59,30
1/16/17,61,13,42,1,24,61,42
1/17/17,56,10,42,3,32,56,53
1/18/17,67,10,58,3,35,67,48
1/19/17,54,6,54,0,19,47,34
1/20/17,43,6,43,0,8,35,43
1/21/17,52,6,43,0,17,52,31
1/22/17,44,5,44,0,8,36,32
1/23/17,45,6,44,0,6,35,45
1/24/17,54,8,43,0,21,54,43
1/25/17,66,9,42,1,34,66,47
1/26/17,59,10,43,1,29,59,50
1/27/17,44,7,44,0,26,32,34
1/28/17,45,8,45,0,18,30,38
1/29/17,46,11,46,1,19,42,39
1/30/17,52,14,44,1,37,52,49
1/31/17,61,11,54,14,47,61,52
2/1/17,74,14,48,1,50,74,52
2/2/17,78,11,46,40,45,78,50
2/3/17,85,9,44,40,35,85,43
2/4/17,101,10,44,101,35,87,28
2/5/17,76,8,47,1,28,76,30
2/6/17,43,7,40,39,38,43,34
2/7/17,43,7,34,39,29,43,34
2/8/17,51,9,35,50,34,51,31
2/9/17,68,11,38,1,40,68,58
2/10/17,77,13,43,0,38,77,41
2/11/17,52,8,43,0,14,52,26
2/12/17,44,7,44,0,18,42,28
2/13/17,46,8,40,1,23,38,46
2/14/17,63,9,44,1,46,63,44
2/15/17,63,9,46,1,41,63,55
2/16/17,62,10,50,1,42,62,43
2/17/17,122,7,51,0,122,50,36
2/18/17,54,6,54,0,14,30,42
2/19/17,43,6,43,0,14,34,33
2/20/17,44,6,44,0,16,43,37
2/21/17,63,7,46,0,41,63,41
2/22/17,117,7,51,1,117,48,35
2/23/17,66,6,50,0,66,47,41
2/24/17,58,7,51,0,55,58,46
2/25/17,67,8,67,1,32,66,38
2/26/17,51,6,51,0,14,39,24
2/27/17,53,7,51,0,14,53,48
2/28/17,63,8,51,0,22,63,43
3/1/17,50,8,48,1,20,50,46
3/2/17,86,8,47,1,22,86,52
3/3/17,49,8,49,1,49,41,49
3/4/17,67,9,67,1,33,55,41
3/5/17,82,6,64,4,82,44,32
3/6/17,50,6,50,0,23,43,44
3/7/17,56,8,54,1,37,56,52
3/8/17,63,8,50,1,49,62,63
3/9/17,67,9,61,1,51,66,67
3/10/17,89,9,87,1,61,89,73
3/11/17,140,10,140,0,62,94,49
3/12/17,115,10,115,0,54,78,55
3/13/17,87,9,87,0,55,75,61
3/14/17,74,9,74,1,55,72,63
3/15/17,77,9,77,1,54,70,60
3/16/17,71,9,71,1,52,62,54
3/17/17,77,9,74,3,56,77,51
3/18/17,93,8,93,3,53,86,45
3/19/17,64,8,64,1,41,62,37
3/20/17,70,6,49,3,60,70,30
3/21/17,79,5,44,0,79,57,30
3/22/17,48,5,48,0,40,42,24
3/23/17,54,5,54,0,30,50,31
3/24/17,84,7,84,0,33,49,39
3/25/17,77,6,77,1,46,56,32
3/26/17,74,5,74,0,19,55,38
3/27/17,72,5,64,0,72,56,38
3/28/17,71,6,71,0,53,48,54
3/29/17,87,7,87,3,44,54,60
3/30/17,365,9,80,1,365,70,57
3/31/17,56,6,51,0,55,56,46
4/1/17,60,7,58,0,54,60,41
4/2/17,80,8,80,0,49,62,32
4/3/17,77,7,77,0,55,59,40
4/4/17,84,6,84,1,45,66,53
4/5/17,115,9,115,1,49,65,62
4/6/17,112,8,112,3,52,64,56
4/7/17,105,7,105,4,46,66,40
4/8/17,80,5,80,0,67,45,29
4/9/17,84,6,84,0,31,45,36
4/10/17,112,7,112,1,44,61,61
4/11/17,150,9,150,0,51,70,65
4/12/17,119,7,119,1,46,60,48
4/13/17,83,5,71,1,83,43,35
4/14/17,101,6,101,0,44,53,42
4/15/17,147,7,147,1,51,55,39
4/16/17,129,7,129,1,51,59,48
4/17/17,84,7,84,1,41,55,50
4/18/17,49,5,42,0,32,49,26
4/19/17,101,5,101,0,44,55,33
4/20/17,133,6,133,0,50,60,43
4/21/17,140,7,140,3,64,68,58
4/22/17,154,8,154,0,58,70,61
4/23/17,126,7,126,1,78,66,49
4/24/17,366,5,77,0,366,64,39
4/25/17,80,6,80,0,63,60,46
4/26/17,108,7,108,0,53,60,45
4/27/17,101,6,101,0,53,60,38
4/28/17,105,7,105,1,60,57,43
4/29/17,93,6,93,0,65,35,37
4/30/17,115,7,115,1,53,56,38
5/1/17,150,7,150,1,62,64,56
5/2/17,172,8,172,3,64,70,60
5/3/17,182,7,182,0,83,80,45
5/4/17,182,7,182,1,89,74,54
5/5/17,147,7,147,4,59,79,46
5/6/17,130,5,58,4,130,43,25
5/7/17,54,5,54,0,19,34,24
5/8/17,67,6,67,0,28,58,44
5/9/17,63,6,61,1,47,63,38
5/10/17,71,5,71,0,25,51,39
5/11/17,126,6,126,0,40,74,36
5/12/17,119,7,119,1,51,69,37
5/13/17,122,5,122,1,37,63,28
5/14/17,100,5,100,3,60,56,25
5/15/17,77,3,77,3,65,52,33
5/16/17,67,6,67,1,54,54,39
5/17/17,56,5,50,0,52,56,40
5/18/17,67,7,67,0,47,62,42
5/19/17,100,7,100,0,50,55,42
5/20/17,136,7,136,1,52,52,47
5/21/17,154,8,154,1,54,54,42
5/22/17,185,8,185,1,57,74,51
5/23/17,179,8,179,3,58,80,52
5/24/17,150,8,150,4,70,67,42
5/25/17,101,5,101,6,89,62,32
5/26/17,77,6,77,0,70,50,36
5/27/17,108,6,108,0,31,61,27
5/28/17,147,7,147,1,46,59,40
5/29/17,159,7,159,3,44,65,40
5/30/17,161,8,161,1,53,79,50
5/31/17,101,8,100,1,51,101,40
6/1/17,159,7,159,3,36,97,40
6/2/17,179,10,179,1,61,83,46
6/3/17,185,8,185,3,57,77,51
6/4/17,174,7,174,4,49,80,54
6/5/17,161,7,161,4,53,74,38
6/6/17,154,6,154,3,53,78,41
6/7/17,150,11,150,6,45,84,37
6/8/17,143,7,143,4,54,83,38
6/9/17,112,6,112,6,70,62,37
6/10/17,80,7,80,1,55,51,19
6/11/17,65,8,54,6,65,42,23
6/12/17,77,5,77,6,52,53,31
6/13/17,119,6,119,1,56,60,39
6/14/17,197,8,197,9,65,67,57
6/15/17,195,9,195,3,64,72,54
6/16/17,209,8,209,4,61,76,60
6/17/17,217,9,217,3,61,69,46
6/18/17,207,8,207,3,56,67,39
6/19/17,214,8,214,9,59,71,51
6/20/17,209,9,209,1,60,76,65
6/21/17,202,9,202,4,61,79,67
6/22/17,185,8,185,4,56,77,41
6/23/17,204,7,204,7,54,80,42
6/24/17,209,7,209,1,56,74,42
6/25/17,207,8,207,0,58,74,42
6/26/17,143,8,143,0,63,60,61
6/27/17,108,7,108,3,81,51,56
6/28/17,126,7,126,40,55,58,42
6/29/17,197,6,197,4,56,95,35
6/30/17,205,7,205,3,56,81,40
7/1/17,202,8,202,4,56,81,46
7/2/17,151,7,151,7,52,69,36
7/3/17,182,7,182,1,56,71,55
7/4/17,200,7,200,4,64,110,47
7/5/17,210,8,210,3,95,157,49
7/6/17,210,8,210,4,69,77,55
7/7/17,233,9,233,4,77,86,70
7/8/17,217,9,217,4,80,84,55
7/9/17,112,7,112,4,68,77,31
7/10/17,140,7,140,4,61,72,45
7/11/17,150,7,150,1,51,62,36
7/12/17,150,7,150,6,50,65,37
7/13/17,179,8,179,3,63,65,36
7/14/17,204,8,204,7,58,71,41
7/15/17,210,8,210,3,67,73,44
7/16/17,192,8,192,3,59,78,43
7/17/17,179,8,179,3,60,87,38
7/18/17,203,8,203,3,60,70,36
7/19/17,202,6,202,4,61,72,41
7/20/17,159,7,159,1,65,66,40
7/21/17,200,7,200,3,63,77,36
7/22/17,202,7,202,4,63,82,45
7/23/17,179,6,179,7,55,72,36
7/24/17,100,6,100,4,72,67,43
7/25/17,174,6,174,1,49,75,42
7/26/17,150,6,150,3,48,68,40
7/27/17,177,7,177,4,54,68,48
7/28/17,154,7,154,3,68,64,41
7/29/17,159,6,159,1,50,66,28
7/30/17,174,5,174,3,44,72,39
7/31/17,204,6,204,4,58,73,43
8/1/17,108,6,108,1,56,67,42
8/2/17,90,8,90,3,61,76,71
8/3/17,204,8,204,1,62,77,58
8/4/17,172,7,172,1,52,70,42
8/5/17,156,6,156,1,44,64,44
8/6/17,136,5,136,1,40,65,22
8/7/17,190,7,190,1,56,74,45
8/8/17,147,7,147,6,58,77,45
8/9/17,147,8,147,4,73,79,47
8/10/17,190,8,190,3,67,84,53
8/11/17,197,7,197,3,64,81,49
8/12/17,172,7,172,6,62,81,42
8/13/17,154,6,154,6,57,85,34
8/14/17,112,6,112,7,67,71,44
8/15/17,71,5,71,1,43,50,32
8/16/17,112,5,112,7,45,65,33
8/17/17,164,6,164,3,61,66,42
8/18/17,190,7,190,4,60,72,58
8/19/17,164,6,164,3,57,70,48
8/20/17,100,5,100,4,51,67,25
8/21/17,100,6,100,7,52,70,40
8/22/17,150,8,150,4,57,67,42
8/23/17,159,6,159,1,65,77,42
8/24/17,156,6,156,3,54,87,42
8/25/17,177,7,177,6,62,92,50
8/26/17,197,8,197,6,56,82,43
8/27/17,203,8,203,4,53,72,42
8/28/17,185,9,185,7,77,74,62
8/29/17,202,10,202,4,68,89,93
8/30/17,223,13,223,4,69,99,90
8/31/17,126,10,126,4,61,72,63
9/1/17,169,8,169,1,57,72,56
9/2/17,164,9,164,6,87,78,51
9/3/17,67,6,48,3,61,67,42
9/4/17,62,5,54,4,24,62,25
9/5/17,136,7,136,1,44,69,43
9/6/17,140,8,140,3,46,70,40
9/7/17,150,9,150,6,86,76,50
9/8/17,115,8,115,3,67,76,47
9/9/17,108,6,108,1,44,73,32
9/10/17,169,7,169,3,51,70,36
9/11/17,133,7,133,3,56,68,46
9/12/17,136,8,136,6,50,65,50
9/13/17,97,6,97,4,51,65,36
9/14/17,99,5,71,1,99,63,38
9/15/17,61,5,61,3,55,58,34
9/16/17,115,6,115,4,35,68,35
9/17/17,84,6,84,6,31,66,30
9/18/17,115,8,115,4,46,79,42
9/19/17,105,6,105,1,40,74,42
9/20/17,84,5,84,4,41,64,42
9/21/17,107,5,45,6,107,67,35
9/22/17,54,6,51,1,38,54,39
9/23/17,74,6,74,1,47,57,37
9/24/17,71,7,71,1,39,51,42
9/25/17,80,6,80,3,57,46,57
9/26/17,105,9,105,3,61,70,68
9/27/17,87,9,87,3,63,76,64
9/28/17,101,9,101,4,58,70,67
9/29/17,112,9,112,7,68,68,72
9/30/17,147,9,147,1,40,69,57
10/1/17,112,6,112,3,52,68,42
10/2/17,80,5,80,1,58,60,35
10/3/17,97,6,97,3,52,66,46
10/4/17,97,7,97,3,58,64,52
10/5/17,143,9,143,3,66,72,65
10/6/17,119,9,119,7,78,68,85
10/7/17,143,10,143,3,74,67,53
10/8/17,140,11,140,3,61,67,47
10/9/17,149,5,50,1,149,57,45
10/10/17,67,9,67,3,57,59,57
10/11/17,90,9,90,3,68,80,69
10/12/17,87,7,87,1,69,83,57
10/13/17,126,9,126,3,74,94,56
10/14/17,100,10,100,4,59,94,52
10/15/17,80,9,80,3,44,57,49
10/16/17,77,11,74,3,74,61,77
10/17/17,140,13,140,4,78,67,76
10/18/17,133,13,133,4,79,86,79
10/19/17,126,13,126,3,68,88,54
10/20/17,102,10,44,3,102,55,35
10/21/17,57,8,51,1,51,57,49
10/22/17,48,10,48,1,46,42,47
10/23/17,61,10,61,3,46,41,42
10/24/17,63,10,45,3,63,35,49
10/25/17,54,8,51,3,52,53,54
10/26/17,93,9,93,3,67,64,67
10/27/17,129,11,129,10,76,88,74
10/28/17,140,13,140,7,72,98,58
10/29/17,150,13,150,4,49,100,53
10/30/17,77,7,77,4,37,61,40
10/31/17,55,6,49,1,31,55,35
11/1/17,58,6,49,1,31,58,39
11/2/17,52,6,44,3,28,52,38
11/3/17,51,7,45,1,33,51,41
11/4/17,56,8,51,6,35,56,37
11/5/17,42,6,36,3,19,42,26
11/6/17,52,8,40,6,33,52,39
11/7/17,64,9,40,3,37,64,48
11/8/17,55,9,38,4,39,55,44
11/9/17,56,9,42,1,31,56,35
11/10/17,72,9,47,1,34,72,38
11/11/17,87,10,54,4,54,87,47
11/12/17,127,13,50,4,73,127,44
11/13/17,140,14,58,3,77,140,76
11/14/17,114,15,80,1,78,114,78
11/15/17,122,14,49,3,81,122,85
11/16/17,98,14,37,6,75,98,68
11/17/17,61,11,35,3,42,61,43
11/18/17,62,10,44,0,48,62,41
11/19/17,62,10,50,1,58,62,46
11/20/17,77,11,67,4,77,75,62
11/21/17,71,13,42,3,71,66,57
11/22/17,48,13,34,4,45,48,48
11/23/17,59,11,41,4,59,57,42
11/24/17,78,13,61,4,68,78,55
11/25/17,80,13,77,4,67,80,61
11/26/17,124,15,54,7,73,124,48
11/27/17,122,11,50,3,122,79,42
11/28/17,56,11,44,3,55,48,56
11/29/17,66,11,44,4,66,65,56
11/30/17,84,14,44,3,73,74,84
12/1/17,88,15,44,7,76,88,73
12/2/17,99,17,64,7,71,99,61
12/3/17,85,17,49,1,60,85,41
12/4/17,152,9,42,0,152,66,42
12/5/17,102,9,43,1,102,40,38
12/6/17,67,8,43,3,67,30,44
12/7/17,65,7,45,3,56,65,42
12/8/17,53,10,43,7,41,47,53
12/9/17,75,10,44,11,44,75,46
12/10/17,44,10,44,7,34,42,42
12/11/17,59,9,40,7,59,52,50
12/12/17,60,9,40,3,52,53,60
12/13/17,74,13,41,7,74,66,66
12/14/17,89,15,46,3,89,61,52
12/15/17,65,11,51,3,55,54,65
12/16/17,77,14,49,1,65,77,51
12/17/17,70,8,43,0,70,51,37
12/18/17,56,10,44,1,56,55,55
12/19/17,75,13,47,3,66,75,61
12/20/17,131,14,48,1,131,78,58
12/21/17,73,9,44,0,73,54,45
12/22/17,62,11,44,1,58,62,62
12/23/17,80,15,41,1,75,80,48
12/24/17,112,19,45,4,77,112,52
12/25/17,154,26,49,1,89,154,45
12/26/17,136,17,45,11,91,136,67
12/27/17,122,18,45,3,85,122,83
12/28/17,95,19,44,7,84,95,65
12/29/17,83,17,45,3,76,83,72
12/30/17,98,20,71,6,74,98,53
12/31/17,134,16,46,1,77,134,42
1/1/18,168,28,51,3,95,168,46
1/2/18,151,15,44,1,77,151,64
1/3/18,75,15,37,3,75,70,56
1/4/18,96,14,45,3,73,96,64
1/5/18,88,13,42,7,61,88,64
1/6/18,87,10,40,7,55,87,44
1/7/18,89,9,39,9,55,89,37
1/8/18,70,13,38,7,42,70,48
1/9/18,42,6,42,0,8,30,38
1/10/18,66,7,38,0,25,66,38
1/11/18,94,11,38,1,48,94,46
1/12/18,79,13,42,1,40,79,55
1/13/18,46,11,46,3,19,45,39
1/14/18,56,11,48,1,21,56,44
1/15/18,77,13,48,3,46,77,60
1/16/18,119,14,44,4,59,119,66
1/17/18,104,14,47,3,45,104,66
1/18/18,82,11,50,3,47,82,58
1/19/18,87,13,58,3,46,87,47
1/20/18,42,8,42,0,39,36,31
1/21/18,60,10,44,3,31,60,46
1/22/18,59,10,41,3,39,59,45
1/23/18,53,10,44,6,26,53,44
1/24/18,54,11,42,7,39,54,53
1/25/18,62,11,44,4,51,62,53
1/26/18,62,11,43,1,31,62,45
1/27/18,54,11,46,1,54,46,42
1/28/18,72,11,44,3,42,72,42
1/29/18,44,10,41,1,26,39,44
1/30/18,60,11,39,3,60,59,42
1/31/18,63,11,51,4,56,63,48
2/1/18,80,11,80,3,61,75,69
2/2/18,71,13,64,4,61,71,66
2/3/18,99,14,74,9,69,99,68
2/4/18,93,11,67,1,57,93,58
2/5/18,97,11,97,1,59,81,70
2/6/18,93,11,50,4,53,93,58
2/7/18,61,10,45,3,38,57,61
2/8/18,69,10,45,3,63,62,69
2/9/18,77,13,58,4,62,70,77
2/10/18,89,10,71,1,70,89,36
2/11/18,119,8,46,3,119,96,25
2/12/18,233,7,45,4,233,48,40
2/13/18,46,8,44,0,21,45,46
2/14/18,52,9,44,1,31,52,47
2/15/18,67,6,46,3,33,67,39
2/16/18,55,7,46,1,31,40,55
2/17/18,54,9,50,3,48,54,46
2/18/18,51,10,51,3,47,51,42
2/19/18,169,5,46,1,169,43,39
2/20/18,52,7,44,1,32,52,52
2/21/18,61,8,45,1,42,61,49
2/22/18,59,8,49,1,37,59,49
2/23/18,57,6,48,0,57,44,46
2/24/18,48,7,47,1,36,48,48
2/25/18,52,8,46,1,37,52,45
2/26/18,61,9,61,3,47,55,54
2/27/18,55,6,44,1,55,37,42
2/28/18,56,9,48,1,19,56,42
3/1/18,58,7,50,1,23,58,43
3/2/18,56,6,44,1,23,56,42
3/3/18,138,6,45,1,138,52,28
3/4/18,48,5,48,1,13,45,29
3/5/18,48,6,48,0,14,32,42
3/6/18,57,7,49,3,28,46,57
3/7/18,67,9,45,3,40,67,64
3/8/18,78,11,51,3,39,78,61
3/9/18,77,10,77,4,42,70,61
3/10/18,66,7,35,1,20,66,24
3/11/18,46,5,41,1,7,46,25
3/12/18,73,7,45,1,23,73,37
3/13/18,73,8,47,1,24,73,36
3/14/18,241,5,44,3,241,38,33
3/15/18,50,3,50,1,15,33,38
3/16/18,49,5,49,1,19,40,38
3/17/18,48,5,48,1,46,30,29
3/18/18,49,6,47,1,17,49,27
3/19/18,52,8,49,3,23,52,48
3/20/18,63,8,58,3,31,63,50
3/21/18,72,9,54,1,36,72,51
3/22/18,55,8,45,1,32,55,39
3/23/18,50,6,50,1,13,43,34
3/24/18,52,6,51,3,52,52,34
3/25/18,58,3,58,1,25,34,22
3/26/18,51,6,51,1,30,42,42
3/27/18,88,6,49,1,88,38,45
3/28/18,57,8,54,3,30,57,55
3/29/18,90,9,90,1,37,71,53
3/30/18,93,10,93,3,51,82,57
3/31/18,108,9,108,3,40,90,51
4/1/18,112,9,112,1,31,82,35
4/2/18,90,6,90,1,55,68,38
4/3/18,79,6,77,1,43,79,39
4/4/18,122,8,122,1,45,91,45
4/5/18,119,8,119,1,48,101,40
4/6/18,97,7,97,1,64,69,40
4/7/18,83,6,58,1,83,62,26
4/8/18,74,6,74,1,40,63,37
4/9/18,80,8,80,1,41,66,71
4/10/18,133,8,133,1,48,64,54
4/11/18,166,8,100,1,166,61,52
4/12/18,146,3,87,3,146,46,42
4/13/18,64,6,64,1,53,49,49
4/14/18,108,7,108,1,45,60,46
4/15/18,108,9,108,6,42,60,41
4/16/18,153,8,97,3,153,50,38
4/17/18,61,7,61,1,30,39,49
4/18/18,108,7,108,3,52,46,60
4/19/18,87,5,87,6,69,40,38
4/20/18,74,6,74,1,35,53,40
4/21/18,97,8,97,1,40,58,42
4/22/18,147,8,147,3,37,57,47
4/23/18,122,8,122,6,50,65,43
4/24/18,133,8,133,3,52,71,49
4/25/18,147,7,147,1,53,78,46
4/26/18,150,8,150,3,60,75,55
4/27/18,119,7,119,3,76,76,37
4/28/18,108,8,108,1,76,68,42
4/29/18,108,5,80,1,108,63,24
4/30/18,74,5,74,1,51,54,34
5/1/18,71,5,71,1,28,49,42
5/2/18,64,3,64,1,19,52,42
5/3/18,74,6,74,1,31,67,48
5/4/18,112,8,112,3,45,59,48
5/5/18,147,9,147,1,51,55,54
5/6/18,150,7,150,4,52,61,46
5/7/18,150,7,150,1,58,63,47
5/8/18,197,9,197,6,69,71,50
5/9/18,201,7,201,3,96,81,47
5/10/18,126,6,126,3,78,75,37
5/11/18,100,5,100,1,73,58,34
5/12/18,93,5,93,3,57,38,26
5/13/18,87,3,87,1,31,41,27
5/14/18,100,5,100,1,42,67,37
5/15/18,126,6,126,1,39,62,37
5/16/18,108,5,108,1,66,57,43
5/17/18,119,6,119,1,74,50,37
5/18/18,105,6,105,1,61,58,36
5/19/18,112,6,112,3,40,74,27
5/20/18,101,6,101,6,43,73,27
5/21/18,90,6,90,1,58,50,34
5/22/18,90,6,90,1,34,56,33
5/23/18,105,6,105,1,40,80,38
5/24/18,97,3,97,3,45,71,35
5/25/18,80,2,80,0,62,46,35
5/26/18,69,2,51,0,69,45,22
5/27/18,71,3,71,1,34,55,27
5/28/18,143,3,143,0,45,72,29
5/29/18,140,3,140,0,52,74,39
5/30/18,122,3,122,3,50,67,33
5/31/18,105,3,105,1,60,61,36
6/1/18,115,5,115,1,52,62,46
6/2/18,187,7,187,4,56,69,42
6/3/18,187,7,187,1,56,72,45
6/4/18,164,5,164,3,66,72,44
6/5/18,140,3,140,3,58,78,38
6/6/18,115,3,115,4,57,70,33
6/7/18,154,3,154,3,59,70,37
6/8/18,197,8,197,3,61,77,48
6/9/18,164,6,164,3,63,66,42
6/10/18,147,3,147,1,53,67,28
6/11/18,187,6,187,3,63,71,43
6/12/18,179,6,179,3,66,73,48
6/13/18,133,7,133,6,62,82,46
6/14/18,133,6,133,3,54,67,38
6/15/18,131,5,90,3,131,66,47
6/16/18,77,2,77,3,73,57,26
6/17/18,100,3,100,1,57,35,19
6/18/18,112,5,112,1,55,52,32
6/19/18,182,6,182,3,53,71,36
6/20/18,201,6,201,4,57,74,42
6/21/18,200,5,200,4,56,84,46
6/22/18,221,6,221,3,62,95,42
6/23/18,177,6,177,1,74,82,37
6/24/18,154,3,154,1,43,66,44
6/25/18,172,5,172,1,73,66,39
6/26/18,182,5,182,1,76,65,41
6/27/18,169,6,169,4,67,67,39
6/28/18,150,6,150,3,81,68,36
6/29/18,115,3,115,3,55,64,31
6/30/18,119,5,119,3,48,61,41
7/1/18,129,5,129,3,40,63,45
7/2/18,156,5,156,4,52,60,47
7/3/18,143,5,143,4,51,66,30
7/4/18,115,3,115,3,51,83,26
7/5/18,177,6,177,3,65,159,46
7/6/18,147,9,147,4,69,69,66
7/7/18,161,10,161,4,68,91,48
7/8/18,126,6,126,3,57,65,32
7/9/18,296,6,161,3,296,88,43
7/10/18,140,5,140,3,114,89,36
7/11/18,133,5,133,1,63,67,45
7/12/18,133,10,133,1,55,64,35
7/13/18,115,5,115,3,54,71,37
7/14/18,151,5,151,3,51,66,28
7/15/18,129,5,129,4,44,63,25
7/16/18,151,5,151,3,51,70,33
7/17/18,197,5,197,3,49,72,38
7/18/18,143,5,143,3,47,71,38
7/19/18,133,5,133,3,62,67,39
7/20/18,147,5,147,3,46,64,30
7/21/18,133,6,133,3,73,56,25
7/22/18,105,7,105,3,40,58,28
7/23/18,201,9,201,3,59,66,43
7/24/18,207,8,207,3,62,79,44
7/25/18,209,8,209,3,63,92,45
7/26/18,185,7,185,3,59,88,47
7/27/18,206,9,206,3,56,75,47
7/28/18,177,8,177,4,53,93,42
7/29/18,143,5,143,3,67,66,44
7/30/18,166,6,166,3,53,62,42
7/31/18,156,8,156,4,84,61,42
8/1/18,151,7,151,3,61,57,42
8/2/18,151,6,151,4,54,59,36
8/3/18,154,8,154,3,58,67,45
8/4/18,177,8,177,3,57,63,38
8/5/18,166,6,166,3,56,61,35
8/6/18,206,7,206,3,70,79,57
8/7/18,208,8,208,4,77,82,78
8/8/18,200,7,200,4,85,95,50
8/9/18,156,6,156,4,70,81,56
8/10/18,147,7,147,3,63,88,42
8/11/18,140,5,140,3,55,74,34
8/12/18,129,5,129,6,56,97,45
8/13/18,140,5,140,6,51,62,43
8/14/18,169,5,169,3,51,57,39
8/15/18,164,5,164,4,65,56,46
8/16/18,147,5,147,3,54,63,43
8/17/18,166,5,166,4,57,82,37
8/18/18,159,6,159,4,52,112,33
8/19/18,185,5,185,13,54,86,39
8/20/18,161,5,161,4,60,87,47
8/21/18,136,6,136,4,106,88,25
