Date,AQI,CO,Ozone,SO2,PM10,PM25,NO2
1/8/04,99,28,38,9,29,99,81
1/9/04,89,28,40,7,31,89,79
1/10/04,86,23,42,9,43,86,57
1/11/04,66,22,44,7,25,64,66
1/12/04,119,27,44,13,33,119,66
1/13/04,74,28,44,6,40,74,67
1/14/04,51,20,43,7,30,43,51
1/15/04,79,23,42,7,31,63,79
1/16/04,130,25,41,13,59,130,71
1/17/04,123,22,44,6,27,123,63
1/18/04,154,25,46,11,27,154,61
1/19/04,158,20,43,7,60,158,60
1/20/04,152,20,43,6,23,152,79
1/21/04,55,23,43,4,6,55,42
1/22/04,53,9,45,6,45,53,40
1/23/04,68,16,44,11,23,43,68
1/24/04,64,19,47,4,19,64,57
1/25/04,62,11,42,3,22,62,37
1/26/04,78,16,41,7,20,78,78
1/27/04,98,20,44,6,32,98,54
1/28/04,107,16,43,10,46,107,53
1/29/04,106,20,41,13,24,106,62
1/30/04,105,28,45,7,51,105,57
1/31/04,66,11,42,3,30,66,38
2/1/04,64,15,47,4,19,64,43
2/2/04,72,19,51,7,41,72,50
2/3/04,41,11,40,4,17,41,35
2/4/04,41,20,41,7,7,.,37
2/5/04,44,11,44,6,13,18,44
2/6/04,52,16,44,9,26,52,48
2/7/04,60,22,45,6,22,57,60
2/8/04,44,14,44,6,15,15,41
2/9/04,62,18,43,10,39,57,62
2/10/04,52,10,47,4,15,.,52
2/11/04,55,15,48,9,21,50,55
2/12/04,67,17,67,7,43,39,43
2/13/04,67,18,67,7,17,42,57
2/14/04,76,23,44,6,26,76,56
2/15/04,100,19,50,6,51,100,55
2/16/04,133,20,58,6,28,133,78
2/17/04,127,28,77,9,31,127,102
2/18/04,132,27,61,9,60,132,79
2/19/04,69,15,50,6,12,69,41
2/20/04,81,15,45,6,12,81,42
2/21/04,55,10,48,6,16,55,36
2/22/04,46,8,46,4,3,21,30
2/23/04,43,8,43,4,6,30,37
2/24/04,55,9,44,7,22,55,40
2/25/04,55,9,46,4,16,55,37
2/26/04,51,7,51,6,8,28,35
2/27/04,60,8,44,6,24,60,34
2/28/04,48,11,48,4,6,47,37
2/29/04,59,15,51,6,12,59,41
3/1/04,70,13,48,7,31,70,39
3/2/04,50,7,50,6,4,8,42
3/3/04,47,9,47,6,6,18,47
3/4/04,58,15,48,9,36,58,36
3/5/04,67,10,49,6,22,67,45
3/6/04,93,17,74,13,19,93,58
3/7/04,52,19,51,7,39,52,46
3/8/04,50,14,46,13,20,24,50
3/9/04,71,16,67,27,21,59,71
3/10/04,59,18,49,10,59,58,54
3/11/04,69,14,54,7,20,52,69
3/12/04,111,15,84,10,29,111,54
3/13/04,150,15,84,7,66,150,54
3/14/04,146,18,136,7,23,146,65
3/15/04,126,17,67,7,24,126,64
3/16/04,95,19,48,11,59,95,73
3/17/04,81,20,54,11,31,81,76
3/18/04,141,19,87,9,29,141,71
3/19/04,174,15,90,10,92,174,70
3/20/04,160,20,108,7,31,160,78
3/21/04,182,15,182,10,29,161,72
3/22/04,160,18,112,11,83,160,79
3/23/04,153,15,105,10,31,153,62
3/24/04,80,10,80,7,35,.,52
3/25/04,151,11,122,9,63,151,51
3/26/04,104,8,50,21,104,51,40
3/27/04,62,13,58,7,20,62,52
3/28/04,67,16,67,9,50,63,49
3/29/04,71,15,71,9,24,39,66
3/30/04,93,20,93,11,31,60,57
3/31/04,153,16,74,10,57,153,61
4/1/04,67,8,67,14,25,56,44
4/2/04,70,8,45,7,28,70,42
4/3/04,95,7,43,9,36,95,34
4/4/04,97,8,97,7,11,75,43
4/5/04,108,9,108,7,31,80,57
4/6/04,99,7,97,9,34,99,51
4/7/04,86,9,80,7,29,86,55
4/8/04,126,11,126,9,36,112,54
4/9/04,169,9,90,9,71,169,50
4/10/04,151,9,133,7,25,151,54
4/11/04,101,9,97,6,18,101,48
4/12/04,129,15,129,10,56,87,60
4/13/04,122,17,122,11,31,78,56
4/14/04,105,11,105,9,32,87,51
4/15/04,84,14,84,10,56,84,50
4/16/04,54,6,51,7,29,54,50
4/17/04,52,8,49,7,27,52,38
4/18/04,67,8,58,7,17,67,38
4/19/04,87,10,87,9,22,52,35
4/20/04,87,15,87,10,33,59,35
4/21/04,114,8,87,3,64,114,39
4/22/04,80,8,80,9,28,49,54
4/23/04,67,8,67,9,15,27,52
4/24/04,126,13,112,10,46,126,56
4/25/04,143,15,143,9,25,49,72
4/26/04,115,16,115,11,30,58,66
4/27/04,136,15,136,14,62,73,71
4/28/04,166,11,166,11,93,62,63
4/29/04,115,5,115,9,50,55,30
4/30/04,98,9,90,10,54,98,62
5/1/04,156,15,156,9,57,56,55
5/2/04,154,17,154,10,34,48,69
5/3/04,143,14,143,13,61,65,65
5/4/04,179,16,179,13,47,56,72
5/5/04,122,14,122,13,44,64,53
5/6/04,100,10,100,10,41,51,58
5/7/04,101,14,101,10,31,46,58
5/8/04,129,13,129,10,34,51,44
5/9/04,192,14,192,11,67,58,46
5/10/04,126,9,126,10,122,62,42
5/11/04,133,5,133,9,40,57,22
5/12/04,100,7,100,9,65,60,48
5/13/04,172,13,172,10,36,61,64
5/14/04,192,17,192,11,36,64,70
5/15/04,185,17,185,11,63,72,56
5/16/04,166,8,166,10,33,62,38
5/17/04,105,5,105,9,32,62,33
5/18/04,133,6,133,10,47,68,37
5/19/04,151,9,151,10,32,55,34
5/20/04,108,6,108,11,28,54,38
5/21/04,100,6,100,9,56,60,31
5/22/04,119,5,119,10,26,53,33
5/23/04,108,5,108,9,28,49,26
5/24/04,87,5,87,9,43,54,29
5/25/04,90,5,90,9,23,47,37
5/26/04,90,6,90,9,29,54,42
5/27/04,172,7,172,13,54,79,53
5/28/04,108,7,108,9,90,90,36
5/29/04,112,7,112,9,12,59,31
5/30/04,187,9,187,10,56,75,53
5/31/04,190,10,190,13,20,56,53
6/1/04,192,10,192,11,31,66,62
6/2/04,228,13,228,11,60,86,66
6/3/04,203,9,203,10,39,92,66
6/4/04,215,11,215,10,33,92,65
6/5/04,242,14,242,10,52,104,56
6/6/04,221,7,221,10,31,107,39
6/7/04,161,7,161,11,46,117,43
6/8/04,151,5,151,14,53,81,33
6/9/04,90,5,90,14,44,39,34
6/10/04,147,7,147,14,25,54,38
6/11/04,177,13,177,16,52,67,55
6/12/04,203,10,203,14,26,75,39
6/13/04,213,9,213,14,31,63,50
6/14/04,202,10,202,17,59,68,66
6/15/04,179,11,179,20,43,76,66
6/16/04,172,10,172,21,34,80,55
6/17/04,136,11,136,24,55,91,51
6/18/04,161,11,161,23,30,95,58
6/19/04,140,11,140,21,30,113,50
6/20/04,200,11,200,23,61,131,48
6/21/04,159,11,159,20,36,109,64
6/22/04,161,11,161,23,40,121,72
6/23/04,172,11,172,21,70,151,69
6/24/04,177,13,177,20,36,114,63
6/25/04,203,11,203,19,42,107,67
6/26/04,218,11,218,21,65,121,54
6/27/04,197,9,197,17,31,86,60
6/28/04,126,5,126,17,38,67,63
6/29/04,105,5,105,20,45,59,48
6/30/04,93,5,93,17,29,58,54
7/1/04,119,6,119,4,24,60,44
7/2/04,129,8,129,4,55,74,54
7/3/04,159,7,159,3,28,88,57
7/4/04,205,6,205,7,27,97,63
7/5/04,212,7,212,4,89,175,60
7/6/04,169,8,169,4,31,93,74
7/7/04,156,7,156,6,41,77,52
7/8/04,129,7,129,6,59,86,43
7/9/04,129,7,129,6,43,62,52
7/10/04,147,9,147,4,19,55,49
7/11/04,217,10,217,6,54,68,57
7/12/04,156,11,156,9,27,72,77
7/13/04,105,11,105,7,29,60,66
7/14/04,108,10,108,6,64,63,56
7/15/04,147,13,147,4,44,50,58
7/16/04,164,8,164,9,27,50,67
7/17/04,164,8,164,11,51,58,57
7/18/04,195,9,195,6,26,54,54
7/19/04,143,9,143,7,27,54,68
7/20/04,161,10,161,6,56,74,66
7/21/04,133,11,133,4,25,55,61
7/22/04,129,11,129,7,23,56,53
7/23/04,187,9,187,7,57,99,56
7/24/04,212,10,212,6,25,91,72
7/25/04,210,10,210,4,29,68,60
7/26/04,147,13,147,4,66,72,76
7/27/04,179,10,179,6,25,58,50
7/28/04,169,9,169,9,27,56,62
7/29/04,202,10,202,10,57,88,67
7/30/04,179,11,179,7,31,78,84
7/31/04,166,10,166,9,24,75,56
8/1/04,177,7,177,9,53,84,61
8/2/04,156,6,156,9,33,87,53
8/3/04,133,9,133,4,30,85,51
8/4/04,206,10,206,7,60,96,61
8/5/04,201,8,201,6,42,71,62
8/6/04,172,13,172,7,34,61,66
8/7/04,219,16,219,9,59,85,66
8/8/04,217,14,217,7,22,70,63
8/9/04,159,13,159,7,28,66,73
8/10/04,187,16,187,11,60,144,87
8/11/04,192,14,192,7,42,67,80
8/12/04,212,13,212,7,52,71,68
8/13/04,209,11,209,9,63,96,65
8/14/04,177,10,177,7,39,78,48
8/15/04,150,7,150,7,38,54,43
8/16/04,161,9,161,9,56,70,53
8/17/04,172,10,172,10,31,91,56
8/18/04,177,14,177,14,30,93,69
8/19/04,147,13,147,10,56,104,54
8/20/04,122,9,122,7,33,60,52
8/21/04,166,6,166,6,31,74,57
8/22/04,97,6,97,11,46,85,42
8/23/04,71,8,71,7,24,44,38
8/24/04,67,7,67,9,20,62,33
8/25/04,165,10,108,10,49,165,48
8/26/04,126,8,126,7,28,66,38
8/27/04,129,8,129,7,30,65,69
8/28/04,210,10,210,9,55,85,56
8/29/04,206,13,206,7,30,84,78
8/30/04,201,14,201,9,36,84,78
8/31/04,187,19,187,13,66,96,84
9/1/04,208,18,208,10,35,88,81
9/2/04,174,20,174,7,63,69,102
9/3/04,108,7,108,7,57,67,36
9/4/04,126,11,126,4,30,53,54
9/5/04,112,16,112,11,23,47,63
9/6/04,179,17,179,7,61,63,68
9/7/04,179,17,179,13,42,69,101
9/8/04,172,20,172,9,43,73,85
9/9/04,136,15,136,10,60,75,64
9/10/04,192,14,192,4,31,63,70
9/11/04,161,13,161,4,21,61,63
9/12/04,112,11,112,4,49,67,48
9/13/04,126,7,126,3,27,62,35
9/14/04,140,6,140,16,31,56,56
9/15/04,140,9,140,6,55,102,63
9/16/04,192,9,192,4,34,129,60
9/17/04,174,14,174,11,46,112,66
9/18/04,140,10,140,9,57,100,45
9/19/04,58,5,58,9,58,46,30
9/20/04,64,11,64,3,19,30,48
9/21/04,59,7,45,3,59,28,41
9/22/04,47,14,47,7,21,27,46
9/23/04,93,18,93,16,30,55,78
9/24/04,101,24,101,9,78,80,90
9/25/04,169,27,169,4,32,89,68
9/26/04,202,22,202,7,30,107,71
9/27/04,133,23,101,10,72,133,85
9/28/04,58,16,58,7,42,.,50
9/29/04,64,14,64,4,30,45,41
9/30/04,87,14,87,9,51,59,51
10/1/04,87,15,87,9,31,80,65
10/2/04,93,24,71,7,28,93,60
10/3/04,133,19,133,7,28,123,60
10/4/04,127,23,108,9,39,127,71
10/5/04,118,26,84,13,36,118,88
10/6/04,138,32,80,10,84,138,93
10/7/04,135,28,122,7,40,135,95
10/8/04,112,32,108,9,42,112,104
10/9/04,169,34,140,9,104,169,72
10/10/04,53,13,50,7,31,53,39
10/11/04,62,20,49,7,32,62,62
10/12/04,64,15,54,10,61,64,46
10/13/04,99,15,61,7,25,99,57
10/14/04,64,26,58,16,25,64,64
10/15/04,110,23,100,10,59,110,74
10/16/04,110,15,77,9,70,110,47
10/17/04,40,14,40,6,31,39,25
10/18/04,49,7,36,3,20,49,30
10/19/04,38,10,36,10,17,31,38
10/20/04,40,5,40,3,3,12,31
10/21/04,55,10,41,4,15,55,40
10/22/04,46,10,46,3,13,44,43
10/23/04,80,16,64,4,20,80,48
10/24/04,113,13,87,4,52,113,53
10/25/04,68,9,47,3,15,68,44
10/26/04,44,6,44,9,19,32,32
10/27/04,46,8,46,3,14,26,37
10/28/04,39,10,39,3,6,25,36
10/29/04,57,19,44,6,16,57,54
10/30/04,77,17,43,4,40,77,48
10/31/04,65,22,45,4,10,65,44
11/1/04,47,10,47,1,11,.,43
11/2/04,59,14,43,7,43,59,44
11/3/04,67,22,44,13,24,64,67
11/4/04,51,9,48,3,19,.,51
11/5/04,69,19,54,9,52,69,53
11/6/04,48,17,48,4,18,.,44
11/7/04,45,19,45,3,16,.,44
11/8/04,74,11,41,4,19,74,40
11/9/04,44,11,44,6,13,.,44
11/10/04,95,22,48,7,20,95,52
11/11/04,96,19,43,4,52,96,49
11/12/04,75,20,41,4,9,75,45
11/13/04,77,15,41,3,10,77,42
11/14/04,44,10,44,4,27,27,41
11/15/04,48,13,43,3,16,34,48
11/16/04,58,16,41,10,27,58,52
11/17/04,93,20,42,9,60,93,71
11/18/04,88,23,42,7,27,.,88
11/19/04,63,23,46,9,32,.,63
11/20/04,114,15,39,4,50,114,53
11/21/04,36,7,36,3,10,10,24
11/22/04,54,18,42,4,12,54,39
11/23/04,95,20,38,7,50,95,50
11/24/04,92,24,41,7,31,92,67
11/25/04,83,22,41,4,13,83,45
11/26/04,138,18,44,6,56,138,45
11/27/04,110,20,45,4,89,110,39
11/28/04,40,9,40,7,8,12,30
11/29/04,47,13,44,13,29,46,47
11/30/04,64,20,42,9,25,58,64
12/1/04,47,18,39,7,21,45,47
12/2/04,61,26,44,11,26,58,61
12/3/04,57,18,44,10,23,15,57
12/4/04,82,23,46,9,20,64,82
12/5/04,67,13,47,3,16,67,39
12/6/04,85,26,45,4,11,85,43
12/7/04,69,30,44,6,12,69,42
12/8/04,85,15,40,4,44,85,38
12/9/04,72,18,39,4,11,72,41
12/10/04,48,19,37,9,23,39,48
12/11/04,74,22,38,6,38,74,47
12/12/04,74,24,42,7,21,74,55
12/13/04,128,24,42,7,24,128,60
12/14/04,75,24,41,9,53,75,47
12/15/04,51,20,43,7,21,25,51
12/16/04,50,14,43,3,12,11,50
12/17/04,71,14,45,7,43,71,57
12/18/04,67,11,44,4,27,67,42
12/19/04,43,16,43,6,31,31,42
12/20/04,68,20,42,10,51,68,56
12/21/04,80,16,41,7,26,80,55
12/22/04,46,16,46,6,25,18,44
12/23/04,67,14,46,7,39,38,67
12/24/04,71,23,42,6,24,58,71
12/25/04,92,28,46,4,25,92,45
12/26/04,125,23,47,4,56,125,45
12/27/04,73,18,46,3,18,73,41
12/28/04,42,9,42,1,5,22,37
12/29/04,44,10,44,3,19,26,35
12/30/04,42,11,41,4,10,42,38
12/31/04,55,18,41,4,8,55,32
1/1/05,82,16,42,4,30,82,49
1/2/05,44,18,41,3,7,.,44
1/3/05,42,10,42,3,3,.,33
1/4/05,54,10,41,6,11,54,34
1/5/05,40,15,38,4,31,.,40
1/6/05,42,23,38,9,21,.,42
1/7/05,72,22,40,6,19,72,32
1/8/05,39,8,39,3,8,23,34
1/9/05,37,7,37,4,6,14,24
1/10/05,61,8,35,6,15,61,27
1/11/05,41,7,41,9,12,17,31
1/12/05,45,15,43,7,18,45,44
1/13/05,79,22,42,10,55,79,58
1/14/05,52,22,40,9,24,52,46
1/15/05,79,24,41,6,22,46,79
1/16/05,62,22,40,7,33,62,50
1/17/05,40,15,40,7,24,.,38
1/18/05,50,14,50,7,24,23,42
1/19/05,50,20,50,7,40,48,49
1/20/05,61,22,44,9,35,61,47
1/21/05,87,24,41,10,35,87,64
1/22/05,135,24,42,9,58,135,70
1/23/05,84,18,44,6,19,84,72
1/24/05,84,20,49,7,30,84,53
1/25/05,81,16,37,9,34,81,42
1/26/05,66,11,36,6,11,66,36
1/27/05,52,15,41,4,12,52,40
1/28/05,74,16,41,7,74,52,34
1/29/05,41,10,41,6,7,39,41
1/30/05,42,13,42,6,11,17,39
1/31/05,51,9,43,6,14,30,51
2/1/05,62,9,45,4,.,8,62
2/2/05,44,7,44,6,14,5,44
2/3/05,55,11,45,4,30,29,55
2/4/05,61,18,44,6,21,38,61
2/5/05,60,19,44,7,21,60,54
2/6/05,63,16,44,6,55,63,42
2/7/05,52,10,42,6,16,52,40
2/8/05,68,15,43,7,18,61,68
2/9/05,64,17,50,11,39,64,56
2/10/05,83,16,44,7,17,24,83
2/11/05,39,10,39,10,6,.,32
2/12/05,56,8,40,7,19,56,34
2/13/05,84,9,41,6,12,84,46
2/14/05,67,11,39,9,18,67,49
2/15/05,82,13,38,11,43,82,52
2/16/05,64,17,41,11,22,64,45
2/17/05,47,20,39,9,15,43,47
2/18/05,46,13,39,7,12,46,35
2/19/05,40,8,40,6,4,14,34
2/20/05,39,10,39,6,6,.,32
2/21/05,38,10,38,7,9,38,32
2/22/05,43,10,43,7,5,.,38
2/23/05,42,11,42,6,11,21,41
2/24/05,88,19,41,9,32,88,42
2/25/05,96,18,44,9,14,96,61
2/26/05,99,11,47,7,15,99,40
2/27/05,77,11,64,7,38,77,37
2/28/05,68,11,50,7,17,68,45
3/1/05,68,10,43,9,18,68,66
3/2/05,67,10,45,9,24,67,39
3/3/05,50,9,43,6,12,50,39
3/4/05,41,8,41,7,10,27,33
3/5/05,53,10,44,9,19,53,42
3/6/05,65,16,49,9,12,65,43
3/7/05,90,13,49,9,22,90,60
3/8/05,121,18,48,11,53,121,71
3/9/05,155,19,54,9,29,155,101
3/10/05,152,22,51,13,31,152,95
3/11/05,152,23,58,14,74,152,80
3/12/05,129,16,115,9,32,129,51
3/13/05,83,8,74,7,20,83,40
3/14/05,54,7,47,7,45,54,42
3/15/05,63,10,48,7,21,33,63
3/16/05,55,15,51,13,29,.,55
3/17/05,73,15,67,11,54,73,47
3/18/05,64,10,64,7,17,.,36
3/19/05,50,8,50,7,9,43,31
3/20/05,50,7,50,7,50,46,25
3/21/05,47,8,47,9,12,45,42
3/22/05,44,11,44,13,26,38,42
3/23/05,46,6,46,9,23,25,31
3/24/05,46,9,46,11,10,33,39
3/25/05,57,9,49,7,17,57,45
3/26/05,60,13,50,10,28,60,52
3/27/05,87,14,87,11,21,58,47
3/28/05,88,8,50,9,88,59,45
3/29/05,52,7,51,11,38,52,39
3/30/05,61,10,61,9,8,30,52
3/31/05,74,9,74,11,8,25,56
4/1/05,77,13,77,9,40,46,60
4/2/05,115,14,115,21,15,55,63
4/3/05,119,16,119,14,46,71,58
4/4/05,74,9,74,9,60,49,48
4/5/05,80,15,80,11,10,52,64
4/6/05,112,16,112,10,14,62,68
4/7/05,122,17,122,11,68,63,64
4/8/05,61,8,61,9,50,30,36
4/9/05,54,7,54,6,8,24,32
4/10/05,64,8,64,9,38,35,42
4/11/05,90,13,90,11,21,52,50
4/12/05,133,15,133,13,20,65,86
4/13/05,105,16,105,13,63,88,71
4/14/05,100,13,100,16,42,69,70
4/15/05,122,17,122,10,26,86,69
4/16/05,161,15,161,9,71,108,65
4/17/05,192,10,192,7,40,105,63
4/18/05,119,7,119,7,30,89,37
4/19/05,87,7,87,14,51,62,33
4/20/05,80,8,80,10,12,64,52
4/21/05,129,13,129,10,11,64,67
4/22/05,97,14,97,7,63,80,69
4/23/05,54,9,54,6,17,53,45
4/24/05,44,6,44,3,15,20,25
4/25/05,63,7,54,3,26,63,49
4/26/05,77,10,77,6,15,76,54
4/27/05,74,7,74,6,54,53,37
4/28/05,50,6,50,4,31,22,25
4/29/05,50,8,50,4,6,35,40
4/30/05,100,9,100,6,14,59,43
5/1/05,112,8,112,3,43,77,98
5/2/05,90,7,90,4,14,57,43
5/3/05,93,8,93,6,24,72,51
5/4/05,119,10,119,6,56,105,71
5/5/05,71,7,71,4,31,42,28
5/6/05,58,5,58,4,9,19,27
5/7/05,54,6,54,7,21,40,29
5/8/05,80,8,80,6,23,51,40
5/9/05,46,7,45,11,41,46,34
5/10/05,64,9,64,9,41,45,43
5/11/05,71,10,71,7,15,45,46
5/12/05,115,14,115,7,23,56,67
5/13/05,133,14,133,7,61,65,65
5/14/05,201,13,201,7,28,64,55
5/15/05,221,11,221,6,30,70,57
5/16/05,122,7,122,7,79,83,39
5/17/05,90,7,90,9,23,57,44
5/18/05,136,9,136,6,28,76,53
5/19/05,174,13,174,7,64,97,71
5/20/05,174,14,174,7,28,58,86
5/21/05,206,11,206,6,23,54,51
5/22/05,242,13,242,19,61,81,50
5/23/05,204,11,204,10,31,95,68
5/24/05,166,8,166,11,31,87,47
5/25/05,204,9,204,4,61,113,80
5/26/05,197,13,197,4,36,113,70
5/27/05,192,9,192,4,41,108,71
5/28/05,169,8,169,10,55,103,70
5/29/05,164,6,164,7,51,72,31
5/30/05,133,6,133,3,20,52,25
5/31/05,143,9,143,10,57,86,62
6/1/05,172,8,172,9,34,94,50
6/2/05,108,7,108,6,32,43,25
6/3/05,133,8,133,7,52,63,44
6/4/05,187,8,187,6,37,83,58
6/5/05,143,6,143,13,57,60,40
6/6/05,156,6,156,6,69,71,37
6/7/05,169,6,169,9,32,62,50
6/8/05,172,8,172,6,44,64,58
6/9/05,90,6,90,7,76,63,41
6/10/05,129,8,129,11,34,79,36
6/11/05,147,7,147,9,28,95,31
6/12/05,172,6,172,6,43,84,76
6/13/05,201,9,201,6,33,91,64
6/14/05,202,10,202,10,44,104,70
6/15/05,159,8,159,9,52,119,67
6/16/05,108,7,108,10,53,.,46
6/17/05,74,6,74,4,37,.,34
6/18/05,101,6,101,6,27,35,39
6/19/05,151,7,151,6,37,.,87
6/20/05,133,10,133,14,31,.,72
6/21/05,159,11,159,14,59,61,77
6/22/05,147,14,147,9,34,55,84
6/23/05,150,10,150,10,38,62,67
6/24/05,115,11,115,13,54,73,69
6/25/05,133,9,133,6,25,50,43
6/26/05,156,7,156,9,23,48,58
6/27/05,122,7,122,10,52,71,66
6/28/05,133,7,133,9,28,72,64
6/29/05,210,11,210,7,34,82,69
6/30/05,206,14,206,9,64,88,71
7/1/05,208,14,208,7,39,84,72
7/2/05,172,8,172,9,33,85,62
7/3/05,174,8,174,10,52,96,40
7/4/05,174,8,174,7,34,85,61
7/5/05,172,14,172,11,34,164,73
7/6/05,169,13,169,10,68,113,67
7/7/05,172,10,172,9,31,69,68
7/8/05,156,9,156,9,33,.,57
7/9/05,195,7,195,11,56,96,42
7/10/05,172,7,172,9,26,77,56
7/11/05,204,9,204,9,33,66,56
7/12/05,227,11,227,13,63,78,76
7/13/05,204,14,204,10,34,67,87
7/14/05,122,11,122,10,37,72,90
7/15/05,239,10,239,13,77,91,60
7/16/05,234,11,234,11,41,68,67
7/17/05,228,10,228,10,37,75,74
7/18/05,228,11,228,11,76,95,74
7/19/05,204,16,204,14,60,69,85
7/20/05,159,10,159,13,36,58,66
7/21/05,204,10,204,17,66,69,56
7/22/05,215,10,215,14,34,.,56
7/23/05,129,10,129,11,45,59,62
7/24/05,126,7,126,13,52,62,53
7/25/05,207,8,207,11,.,52,52
7/26/05,215,10,215,27,.,54,67
7/27/05,214,10,214,14,57,73,74
7/28/05,192,10,192,13,33,56,60
7/29/05,164,10,164,13,28,54,68
7/30/05,192,11,192,14,55,75,56
7/31/05,192,9,192,13,28,53,50
8/1/05,136,10,136,11,30,67,52
8/2/05,166,10,166,19,62,86,69
8/3/05,185,9,185,13,32,55,65
8/4/05,190,11,190,11,41,57,70
8/5/05,182,11,182,14,60,77,77
8/6/05,205,13,205,13,31,69,72
8/7/05,209,9,209,11,30,74,98
8/8/05,172,10,172,14,59,79,66
8/9/05,203,11,203,19,43,63,66
8/10/05,156,8,156,13,26,58,54
8/11/05,182,8,182,13,48,72,48
8/12/05,182,7,182,11,33,77,57
8/13/05,185,6,185,11,28,88,63
8/14/05,161,6,161,14,53,99,65
8/15/05,101,7,101,11,17,91,43
8/16/05,122,8,122,20,27,103,51
8/17/05,182,11,182,13,53,94,57
8/18/05,89,9,87,13,25,89,50
8/19/05,105,11,105,13,25,76,68
8/20/05,166,11,166,16,51,77,79
8/21/05,201,11,201,13,16,68,65
8/22/05,122,14,122,13,27,68,77
8/23/05,143,11,143,21,62,89,64
8/24/05,74,13,74,13,19,58,70
8/25/05,105,13,105,17,22,58,66
8/26/05,133,13,133,20,58,75,65
8/27/05,226,15,226,16,28,58,61
8/28/05,217,13,217,17,29,61,54
8/29/05,154,14,154,19,63,85,101
8/30/05,172,13,172,24,42,60,74
8/31/05,136,10,136,13,42,56,63
9/1/05,161,10,161,17,62,87,65
9/2/05,166,13,166,14,41,108,97
9/3/05,179,14,179,13,19,86,77
9/4/05,174,11,174,14,56,79,61
9/5/05,177,9,177,13,19,62,56
9/6/05,101,14,101,20,28,59,70
9/7/05,112,14,112,17,64,85,87
9/8/05,112,13,112,16,36,66,72
9/9/05,64,8,64,26,48,63,48
9/10/05,87,7,87,14,54,61,25
9/11/05,77,6,77,13,21,53,29
9/12/05,67,7,67,14,25,59,38
9/13/05,108,8,108,19,63,75,46
9/14/05,115,7,115,13,39,66,60
9/15/05,164,13,164,16,43,86,58
9/16/05,143,7,143,14,51,111,56
9/17/05,200,10,200,14,32,119,48
9/18/05,133,10,133,13,27,76,68
9/19/05,93,13,93,17,65,92,68
9/20/05,107,13,107,21,11,77,58
9/21/05,112,16,112,16,13,89,65
9/22/05,108,16,108,17,62,95,73
9/23/05,143,16,143,16,34,82,73
9/24/05,88,7,87,14,22,88,43
9/25/05,100,10,100,17,50,77,64
9/26/05,96,17,84,17,34,73,96
9/27/05,93,13,93,21,15,47,66
9/28/05,55,9,49,19,54,46,55
9/29/05,87,14,87,9,26,61,76
9/30/05,122,17,122,7,32,69,90
10/1/05,150,17,150,9,60,90,94
10/2/05,147,11,147,7,25,95,49
10/3/05,101,10,67,6,30,101,48
10/4/05,64,10,58,10,53,61,64
10/5/05,51,10,51,3,20,16,44
10/6/05,133,13,133,14,32,40,82
10/7/05,122,19,122,11,69,77,62
10/8/05,80,15,80,6,31,64,44
10/9/05,97,9,97,7,22,69,82
10/10/05,78,9,49,7,50,55,78
10/11/05,100,17,100,11,41,75,65
10/12/05,101,16,101,13,34,92,74
10/13/05,90,23,58,7,65,90,67
10/14/05,80,18,80,16,40,57,76
10/15/05,105,18,105,7,45,54,67
10/16/05,67,7,50,4,18,39,67
10/17/05,60,13,37,4,8,60,39
10/18/05,49,7,43,10,6,49,32
10/19/05,101,13,49,4,44,101,53
10/20/05,129,18,80,9,29,129,71
10/21/05,165,14,46,6,25,165,82
10/22/05,180,13,61,7,85,180,50
10/23/05,172,13,77,6,19,172,47
10/24/05,152,10,77,6,24,152,49
10/25/05,70,7,61,6,70,65,42
10/26/05,53,8,50,6,25,.,53
10/27/05,44,9,44,3,18,.,42
10/28/05,58,9,44,3,34,58,49
10/29/05,75,15,54,4,19,75,51
10/30/05,86,15,64,4,23,86,67
10/31/05,72,17,45,6,54,72,60
11/1/05,64,20,48,9,42,55,64
11/2/05,83,18,64,10,52,83,61
11/3/05,93,15,45,6,50,93,42
11/4/05,50,15,45,4,19,.,50
11/5/05,139,18,50,4,25,139,62
11/6/05,152,24,61,7,65,152,89
11/7/05,153,22,49,6,23,153,66
11/8/05,100,13,45,6,23,100,52
11/9/05,60,13,33,3,37,60,36
11/10/05,43,10,41,4,15,43,37
11/11/05,58,10,40,3,19,58,41
11/12/05,119,18,47,16,59,119,54
11/13/05,88,23,44,7,28,88,64
11/14/05,96,23,40,6,36,96,87
11/15/05,59,20,50,7,59,52,51
11/16/05,50,9,44,7,41,21,50
11/17/05,48,16,43,26,31,31,48
11/18/05,50,13,47,4,47,40,50
11/19/05,50,18,44,6,36,33,50
11/20/05,71,19,46,14,31,32,71
11/21/05,76,20,49,9,56,76,53
11/22/05,56,23,47,10,41,45,56
11/23/05,89,25,43,10,56,89,67
11/24/05,105,22,40,6,61,105,70
11/25/05,142,25,54,7,35,142,55
11/26/05,85,13,46,4,61,85,39
11/27/05,68,10,40,4,40,48,68
11/28/05,65,18,40,16,33,.,65
11/29/05,70,20,44,6,36,70,54
11/30/05,109,25,44,34,72,109,62
12/1/05,104,26,38,19,59,104,63
12/2/05,102,15,33,6,56,102,44
12/3/05,58,10,44,3,19,58,38
12/4/05,56,10,43,4,17,.,56
12/5/05,56,14,43,7,29,.,56
